anv_verb;diaz_verb;rummad;galleg;saozneg
peñsadañ;peñsad;d1;#galleg;#saozneg
peñseañ;peñse;d1;faire naufrage;to wash ashore
piaouañ;piaou;d1;posséder;to have, possess
pibidañ;pibid;d1;avoir la pépie;to be thirsty
pifal;pif;d1;jouer du fifre;to play a fife
pifigañ;pifig;d1;expirer bruyamment;to exhale loudly
pifonat;pifon;d1;ringardiser;to render outdated
pifonañ;pifon;d1;ringardiser;to render outdated
pifoniñ;pifon;d1;ringardiser;to render outdated
pigellat;pigell;d1;piocher (labeur et jeu);to dig something over, to take from the stock
pignat;pign;d1;#galleg;#saozneg
pigosat;pigos;d1;picorer, piocher (labeur et jeu);to peck at, to dig something over, to take from the stock
pikailhat;pikailh;d1;brocarder;to mock, ridicule
pikat;pik;d1;piquer;to prick
pikañ;pik;d1;#galleg;#saozneg
pikennaouiñ;pikennaou;d1;#galleg;#saozneg
piklammat;piklamm;d1;#galleg;#saozneg
piknikañ;piknik;d1;pique-niquer;to gone on a picnic
pikouzañ;pikouz;d1;devenir chassieux;to become bleary
pilat;pil;d1;abattre, écraser;to slaughter, crush
pilevat;pilev;d1;pêcher à la fouine;#saozneg
pilhañ;pilh;d1;#galleg;#saozneg
pilhennañ;pilhenn;d1;#galleg;#saozneg
pilhotañ;pilhot;d1;découper;to cut
pilhoustennañ;pilhoustenn;d1;effilocher;to fray, unravel
pilligañ;pillig;d1;#galleg;#saozneg
pilochañ;piloch;d1;faire un pilotis;to build a piloti
pilouerañ;pilouer;d1;pilonner;to bombard, to pound
pilpasañ;pilpas;d1;#galleg;#saozneg
pilpazat;pilpaz;d1;#galleg;#saozneg
pilpazañ;pilpaz;d1;#galleg;#saozneg
pilpeukañ;pilpeuk;d1;toussoter;to sputter
pilpouzañ;pilpouz;d1;faire l’hypocrite;to be hypocritical
pilprennat;pilprenn;d1;#galleg;#saozneg
piltrotat;piltrot;d1;trottiner;to jog
pilwerzhañ;pilwerzh;d1;#galleg;#saozneg
pimantañ;pimant;d1;pimenter, rendre plus fort un plat;to spice up, to make a dish more spicy
pimpoellenniñ;pimpoellenn;d1;#galleg;#saozneg
pinbreviñ;pinbrev;d1;broyer complètement;to crush, grind up completely
pinfañ;pinf;d1;attifer, parer;to dress (somebody) up, to decorate
pinijañ;pinij;d1;expier;to expiate, make up for, atone for
pinsat;pins;d1;pincer;to pinch
pintal;pint;d1;#galleg;#saozneg
pintañ;pint;d1;se jucher;to roost
pipañ;pip;d1;manger par petites bouchées;to consume by small mouthfuls
pipial;pipi;d1;#galleg;#saozneg
pirc'hirinañ;pirc'hirin;d1;aller en pélerinage;to go on a pilgrimage
pirilhañ;pirilh;d1;périr;to perish
pismigañ;pismig;d1;pinailler;to quibble, argue over
pismigellat;pismigell;d1;faire son travail par à-coup;to do one's work bit by bit
pistigañ;pistig;d1;blesser;to hurt, wound
pitouilhat;pitouilh;d1;#galleg;#saozneg
pitouilhañ;pitouilh;d1;manger beaucoup de friandises;to eat a lot of treats
pivadiñ;pivad;d1;#galleg;#saozneg
pizañ;piz;d1;#galleg;#saozneg
pizennañ;pizenn;d1;perler;to refine
pizhskejañ;pizhskej;d1;disséquer;to dissect
pizhskrivañ;pizhskriv;d1;#galleg;#saozneg
piñsat;piñs;d1;#galleg;#saozneg
piñsañ;piñs;d1;#galleg;#saozneg
pladañ;plad;d1;aplatir, vaincre;to flatten, squash, to vanquish, overcome
pladorenniñ;pladorenn;d1;fainéanter;to laze, lounge about
plaenañ;plaen;d1;aplanir, unir;to flatten, squash, to unite
plakañ;plak;d1;#galleg;#saozneg
plantañ;plant;d1;planter;#saozneg
plaoufañ;plaouf;d1;attraper, se jeter sur;#saozneg
plapousat;plapous;d1;bavarder;#saozneg
plapouziñ;plapouz;d1;#galleg;#saozneg
plasañ;plas;d1;se fixer;#saozneg
plastrañ;plastr;d1;plâtrer;#saozneg
plavañ;plav;d1;(s’) abattre, planer;#saozneg
plañcherisiñ;plañcheris;d1;planchéier;#saozneg
plañchodiñ;plañchod;d1;planchéier;#saozneg
plañsonañ;plañson;d1;#galleg;#saozneg
plañsonennañ;plañsonenn;d1;tresser;#saozneg
plañsoniñ;plañson;d1;tresser, natter, qu;#saozneg
plediñ;pled;d1;s’occuper de qqn;#saozneg
plegañ;pleg;d1;plier;#saozneg
pleuskañ;pleusk;d1;#galleg;#saozneg
pleustriñ;pleustr;d1;s’exercer;#saozneg
plezhañ;plezh;d1;tresser, natter;#saozneg
plezhenniñ;plezhenn;d1;tresser, natter;#saozneg
pleñchañ;pleñch;d1;#galleg;#saozneg
pleñchezañ;pleñchez;d1;#galleg;#saozneg
plijout;plij;d1;plaire;#saozneg
plisañ;plis;d1;#galleg;#saozneg
plomañ;plom;d1;plonger;#saozneg
ploupañ;ploup;d1;#galleg;#saozneg
plouzañ;plouz;d1;pailler;#saozneg
pluañ;plu;d1;plonger;#saozneg
plumachennañ;plumachenn;d1;empanacher;#saozneg
pluskañ;plusk;d1;(se) garnir d'écorce;#saozneg
pluñvañ;pluñv;d1;#galleg;#saozneg
poazhañ;poazh;d1;cuire, digérer;#saozneg
pobañ;pob;d1;cuire (le pain);#saozneg
poblañ;pobl;d1;#galleg;#saozneg
poc'hanañ;poc'han;d1;#galleg;#saozneg
pochañ;poch;d1;#galleg;#saozneg
podskignañ;podskign;d1;podcaster;#saozneg
poelladiñ;poellad;d1;réfléchir, méditer, s'exercer;#saozneg
poellañ;poell;d1;lier (avec une ficelle);#saozneg
poentaouiñ;poentaou;d1;ponctuer;#saozneg
poentañ;poent;d1;pointer;#saozneg
poentennañ;poentenn;d1;#galleg;#saozneg
poentigaouañ;poentigaou;d1;pointiller;#saozneg
poentilhañ;poentilh;d1;#galleg;#saozneg
poentlivañ;poentliv;d1;peindre par petites touches séparées;#saozneg
poenttoullañ;poenttoull;d1;perforer;#saozneg
pognañ;pogn;d1;#galleg;#saozneg
pokat;pok;d1;#galleg;#saozneg
pokañ;pok;d1;#galleg;#saozneg
pokedal;poked;d1;embrasser;#saozneg
pokediñ;poked;d1;embrasser;#saozneg
poleat;pole;d1;#galleg;#saozneg
poleañ;pole;d1;#galleg;#saozneg
polisañ;polis;d1;#galleg;#saozneg
politikañ;politik;d1;faire de la politique, politiser;#saozneg
pollenañ;pollen;d1;féconder par le pollen;#saozneg
polodiñ;polod;d1;jouer à la pelote;#saozneg
polotenniñ;polotenn;d1;mettre en pelote, peloter;#saozneg
poltrediñ;poltred;d1;portraiturer;#saozneg
pomañ;pom;d1;pommer;#saozneg
pompadiñ;pompad;d1;se vanter, (se) pavaner;#saozneg
pondalezañ;pondalez;d1;munir d'une galerie, d'un corridor;#saozneg
pontañ;pont;d1;établir un pont (sur) ponter;#saozneg
porbolenniñ;porbolenn;d1;(se) couvrir de pustules;#saozneg
porc'hellañ;porc'hell;d1;mettre bas (en parlant d'une truie) salir, cochonner;#saozneg
porchediñ;porched;d1;munir d’un porche;#saozneg
porfumiñ;porfum;d1;parfumer;#saozneg
portañ;port;d1;#galleg;#saozneg
portezañ;portez;d1;porter des fardeaux, porter du grain ou de la farine;#saozneg
portreañ;portre;d1;#galleg;#saozneg
positañ;posit;d1;#galleg;#saozneg
postal;post;d1;courir en toute hâte faire courir (un cheval), bouillir;#saozneg
postañ;post;d1;garnir de poteaux, poster, mettre à la poste, placer (de l'argent);#saozneg
potailhañ;potailh;d1;mettre une serrure;#saozneg
potennañ;potenn;d1;mettre une serrure;#saozneg
pouezañ;pouez;d1;#galleg;#saozneg
poufal;pouf;d1;se vanter;#saozneg
pouilhañ;pouilh;d1;injurier;#saozneg
pouleñvat;pouleñv;d1;godiller;#saozneg
poulladañ;poullad;d1;se former en mare;#saozneg
poulladenniñ;poulladenn;d1;se former en mare;#saozneg
poullañ;poull;d1;creuser un trou, une fosse;#saozneg
poullenniñ;poullenn;d1;se former en flaque;#saozneg
pouloudañ;pouloud;d1;se former en grumeaux, en caillots, en mottes, prendre l'aspect de la chair de poule (en parlant de la peau);#saozneg
pouloudenniñ;pouloudenn;d1;se former en grumeaux, en caillots;#saozneg
poulounezañ;poulounez;d1;munir (un vêtement) de plis, de volants;#saozneg
poultrañ;poultr;d1;poudrer;#saozneg
poultrennañ;poultrenn;d1;couvrir de poussière, poudrer;#saozneg
poulzañ;poulz;d1;pousser, inciter;#saozneg
poupenniñ;poupenn;d1;se former en chrysalide;#saozneg
pourc'hañ;pourc'h;d1;vêtir;#saozneg
pourchas;pourchas;d1;(se) procurer, (se) fournir, (se) munir, (se) préparer;#saozneg
pourmen;pourmen;d1;se promener;#saozneg
poursal;pours;d1;tousser;#saozneg
poursu;poursu;d1;poursuivre;#saozneg
pourtreziñ;pourtrez;d1;faire le portrait de;#saozneg
pourvezañ;pourvez;d1;pourvoir, subvenir;#saozneg
pousañ;pous;d1;#galleg;#saozneg
pousellat;pousell;d1;tousser;#saozneg
pousiñ;pous;d1;tousser;#saozneg
pozañ;poz;d1;faire une pause, poser;#saozneg
pradañ;prad;d1;étendre (du linge) dans un pré;#saozneg
pradañ-dibradañ;pradañ-dibrad;d1;#galleg;#saozneg
pratikañ;pratik;d1;pratiquer;#saozneg
predañ;pred;d1;prendre un repas;#saozneg
prederenniñ;prederenn;d1;réfléchir;#saozneg
predestinañ;predestin;d1;prédestiner;#saozneg
preizhañ;preizh;d1;piller;#saozneg
prenañ;pren;d1;acheter;#saozneg
prenañ-gwerzhañ;prenañ-gwerzh;d1;#galleg;#saozneg
prenestrañ;prenestr;d1;fenêtrer;#saozneg
prennañ;prenn;d1;verrouiller;#saozneg
prepariñ;prepar;d1;préparer;#saozneg
presañ;pres;d1;presser, fouler;#saozneg
presedañ;presed;d1;#galleg;#saozneg
preskribañ;preskrib;d1;#galleg;#saozneg
prestañ;prest;d1;prêter;#saozneg
prezantiñ;prezant;d1;présenter;#saozneg
prezeg;prezeg;d1;parler, discourir;#saozneg
prezegenniñ;prezegenn;d1;prononcer un discours, un sermon;#saozneg
prezidañ;prezid;d1;présider;#saozneg
prezumañ;prezum;d1;présumer;#saozneg
preñvañ;preñv;d1;#galleg;#saozneg
preñvediñ;preñved;d1;être mangé des vers;#saozneg
priañ;pri;d1;enduire d’argile de boue;#saozneg
priediñ;pried;d1;se marier;#saozneg
priellañ;priell;d1;salir de boue;#saozneg
priennañ;prienn;d1;bousiller façonner en argile;#saozneg
prientiñ;prient;d1;préparer;#saozneg
prigwerañ;prigwer;d1;émailler;#saozneg
primaozañ;primaoz;d1;improviser;#saozneg
primañ;prim;d1;#galleg;#saozneg
primdresañ;primdres;d1;faire une pochade;#saozneg
primveizañ;primveiz;d1;avoir l’intuition de;#saozneg
privañ;priv;d1;#galleg;#saozneg
prizachañ;prizach;d1;estimer, expertiser;#saozneg
prizañ;priz;d1;priser (du tabac), priser (coter), apprécier, évaluer, daigner;#saozneg
prizonañ;prizon;d1;emprisonner, capturer;#saozneg
priñsipañ;priñsip;d1;commencer;#saozneg
prodigañ;prodig;d1;prodiguer;#saozneg
produiñ;produ;d1;produire;#saozneg
profañ;prof;d1;offrir;#saozneg
profediñ;profed;d1;prophétiser;#saozneg
profes;profes;d1;#galleg;#saozneg
profitañ;profit;d1;profiter;#saozneg
programmiñ;programm;d1;programmer;#saozneg
prokuliñ;prokul;d1;#galleg;#saozneg
promouvañ;promouv;d1;promouvoir;#saozneg
pronañ;pron;d1;prôner, faire le prône;#saozneg
pronostikañ;pronostik;d1;#galleg;#saozneg
pronoñsañ;pronoñs;d1;#galleg;#saozneg
propikat;propik;d1;#galleg;#saozneg
prosediñ;prosed;d1;procéder, avancer, continuer, agir, opérer;#saozneg
proseziñ;prosez;d1;faire un procès;#saozneg
protestañ;protest;d1;#galleg;#saozneg
prouiñ;prou;d1;prouver;#saozneg
prousañ;prous;d1;#galleg;#saozneg
provokañ;provok;d1;provoquer;#saozneg
puchañ;puch;d1;(s')accroupir, céder, reculer, (se) caler (l'estomac);#saozneg
pufal;puf;d1;siffler (comme un serpent);#saozneg
puilhañ;puilh;d1;abonder;#saozneg
pukañ;puk;d1;trébucher, broncher;#saozneg
pulluc'hañ;pulluc'h;d1;réduire en cendre;#saozneg
punañ;pun;d1;(s’)enrouler;#saozneg
punec'hiñ;punec'h;d1;vivoter;#saozneg
punellat;punell;d1;tourbillonner;#saozneg
punisañ;punis;d1;punir;#saozneg
purat;pur;d1;purifier;#saozneg
purañ;pur;d1;nettoyer, récurer, épurer;#saozneg
puzuilhañ;puzuilh;d1;pulvériser;#saozneg
puñsañ;puñs;d1;puiser;#saozneg
rabankiñ;rabank;d1;rabanter, rabaner;#saozneg
rabatiñ;rabat;d1;#galleg;#saozneg
rabotañ;rabot;d1;#galleg;#saozneg
rac'hat;rac'h;d1;#galleg;#saozneg
rac'hañ;rac'h;d1;#galleg;#saozneg
rac'hoaniñ;rac'hoan;d1;#galleg;#saozneg
radiografiañ;radiografi;d1;#galleg;#saozneg
radiografiezh;radiografi;d1;#galleg;#saozneg
radoubiñ;radoub;d1;#galleg;#saozneg
rafantiñ;rafant;d1;#galleg;#saozneg
raflañ;rafl;d1;#galleg;#saozneg
ragachat;ragach;d1;#galleg;#saozneg
raganaout;raganaou;d1;#galleg;#saozneg
raganavazout;raganavaz;d1;#galleg;#saozneg
raganavezout;raganavez;d1;#galleg;#saozneg
raganveout;raganve;d1;#galleg;#saozneg
ragaozañ;ragaoz;d1;#galleg;#saozneg
ragatañ;ragat;d1;#galleg;#saozneg
ragellat;ragell;d1;bavarder, caqueter;#saozneg
ragengravañ;ragengrav;d1;#galleg;#saozneg
rageurediñ;rageured;d1;#galleg;#saozneg
ragnat;ragn;d1;#galleg;#saozneg
rahouennañ;rahouenn;d1;#galleg;#saozneg
rakat;rak;d1;#galleg;#saozneg
rakdiazezañ;rakdiazez;d1;#galleg;#saozneg
rakdivizout;rakdiviz;d1;#galleg;#saozneg
rakdiwall;rakdiwall;d1;#galleg;#saozneg
raketiñ;raket;d1;#galleg;#saozneg
rakjediñ;rakjed;d1;#galleg;#saozneg
rakkemenn;rakkemenn;d1;#galleg;#saozneg
rakkempenn;rakkempenn;d1;#galleg;#saozneg
rakkerzhout;rakkerzh;d1;#galleg;#saozneg
rakkrediñ;rakkred;d1;#galleg;#saozneg
raklat;rakl;d1;#galleg;#saozneg
raklañ;rakl;d1;#galleg;#saozneg
rakpaeañ;rakpae;d1;#galleg;#saozneg
rakpoelladiñ;rakpoellad;d1;#galleg;#saozneg
rakpoellat;rakpoell;d1;#galleg;#saozneg
rakprenañ;rakpren;d1;#galleg;#saozneg
rakprizonañ;rakprizon;d1;#galleg;#saozneg
raksantout;raksant;d1;#galleg;#saozneg
raksellout;raksell;d1;#galleg;#saozneg
rakskeudenniñ;rakskeudenn;d1;#galleg;#saozneg
raksoñjal;raksoñj;d1;#galleg;#saozneg
raksterennigañ;raksterennig;d1;#galleg;#saozneg
rakstummañ;rakstumm;d1;#galleg;#saozneg
raktaolenniñ;raktaolenn;d1;#galleg;#saozneg
raktommañ;raktomm;d1;#galleg;#saozneg
raktresañ;raktres;d1;#galleg;#saozneg
rakuitañ;rakuit;d1;#galleg;#saozneg
rakvarilhañ;rakvarilh;d1;#galleg;#saozneg
rakvarnañ;rakvarn;d1;#galleg;#saozneg
rakvenegiñ;rakveneg;d1;#galleg;#saozneg
rakverzout;rakverz;d1;#galleg;#saozneg
rakvezañ;rakvez;d1;#galleg;#saozneg
rakwelet;rakwel;d1;#galleg;#saozneg
ralegiñ;raleg;d1;#galleg;#saozneg
ramboursiñ;rambours;d1;#galleg;#saozneg
rambreal;rambre;d1;#galleg;#saozneg
ramgloudiñ;ramgloud;d1;#galleg;#saozneg
ramokañ;ramok;d1;#galleg;#saozneg
ramparzhiñ;ramparzh;d1;#galleg;#saozneg
rampañ;ramp;d1;#galleg;#saozneg
randoniñ;randon;d1;#galleg;#saozneg
raneal;rane;d1;#galleg;#saozneg
ranellat;ranell;d1;#galleg;#saozneg
ranezenniñ;ranezenn;d1;#galleg;#saozneg
rangouilhiñ;rangouilh;d1;#galleg;#saozneg
rankout;rank;d1;#galleg;#saozneg
rannañ;rann;d1;#galleg;#saozneg
rannbaeañ;rannbae;d1;#galleg;#saozneg
ranngaloniñ;ranngalon;d1;#galleg;#saozneg
rannyezhañ;rannyezh;d1;#galleg;#saozneg
rannyezhiñ;rannyezh;d1;#galleg;#saozneg
ranouziñ;ranouz;d1;#galleg;#saozneg
ranrañ;ranr;d1;#galleg;#saozneg
raouañ;raou;d1;#galleg;#saozneg
raoulañ;raoul;d1;#galleg;#saozneg
rapariñ;rapar;d1;#galleg;#saozneg
rapinañ;rapin;d1;#galleg;#saozneg
rapiñ;rap;d1;#galleg;#saozneg
raportiñ;raport;d1;#galleg;#saozneg
rasediñ;rased;d1;#galleg;#saozneg
raskañ;rask;d1;#galleg;#saozneg
rasklañ;raskl;d1;#galleg;#saozneg
rastellat;rastell;d1;#galleg;#saozneg
ratañ;rat;d1;#galleg;#saozneg
ratouzañ;ratouz;d1;#galleg;#saozneg
ratozhiñ;ratozh;d1;#galleg;#saozneg
ratreañ;ratre;d1;#galleg;#saozneg
ravailhoniñ;ravailhon;d1;#galleg;#saozneg
ravalinkañ;ravalink;d1;#galleg;#saozneg
ravaliñ;raval;d1;#galleg;#saozneg
ravanelliñ;ravanell;d1;#galleg;#saozneg
ravisañ;ravis;d1;#galleg;#saozneg
ravodiñ;ravod;d1;#galleg;#saozneg
ravoltiñ;ravolt;d1;#galleg;#saozneg
razailhat;razailh;d1;#galleg;#saozneg
razañ;raz;d1;#galleg;#saozneg
razhañ;razh;d1;#galleg;#saozneg
raziñ;raz;d1;#galleg;#saozneg
rañjennañ;rañjenn;d1;#galleg;#saozneg
rañkontriñ;rañkontr;d1;#galleg;#saozneg
rañsoniñ;rañson;d1;#galleg;#saozneg
rañvat;rañv;d1;#galleg;#saozneg
rañvellat;rañvell;d1;#galleg;#saozneg
reaktiñ;reakt;d1;#galleg;#saozneg
rebarbiñ;rebarb;d1;#galleg;#saozneg
rebech;rebech;d1;#galleg;#saozneg
rebediñ;rebed;d1;#galleg;#saozneg
rebekat;rebek;d1;#galleg;#saozneg
reboursat;rebours;d1;#galleg;#saozneg
reboursañ;rebours;d1;#galleg;#saozneg
reboursiñ;rebours;d1;#galleg;#saozneg
rebuziñ;rebuz;d1;#galleg;#saozneg
rec'hiñ;rec'h;d1;#galleg;#saozneg
rechetiñ;rechet;d1;#galleg;#saozneg
redargañ;redarg;d1;#galleg;#saozneg
redek;red;d1;#galleg;#saozneg
rediañ;redi;d1;#galleg;#saozneg
rediezh;redi;d1;#galleg;#saozneg
redijañ;redij;d1;#galleg;#saozneg
redimañ;redim;d1;#galleg;#saozneg
redisañ;redis;d1;#galleg;#saozneg
reevañ;reev;d1;#galleg;#saozneg
reforsiñ;refors;d1;#galleg;#saozneg
refreskañ;refresk;d1;#galleg;#saozneg
refuziñ;refuz;d1;#galleg;#saozneg
regargañ;regarg;d1;#galleg;#saozneg
regarzhiñ;regarzh;d1;#galleg;#saozneg
regas;regas;d1;#galleg;#saozneg
regasal;regas;d1;#galleg;#saozneg
regañ;reg;d1;#galleg;#saozneg
regemer;regemer;d1;reprendre;retake
regennañ;regenn;d1;#galleg;#saozneg
regeziñ;regez;d1;#galleg;#saozneg
regiñ;rog;d1;#galleg;#saozneg
regnañ;regn;d1;#galleg;#saozneg
regreskiñ;regresk;d1;#galleg;#saozneg
reilhennat;reilhenn;d1;#galleg;#saozneg
reimplijout;reimplij;d1;#galleg;#saozneg
reizhabegañ;reizhabeg;d1;#galleg;#saozneg
reizhaduriñ;reizhadur;d1;#galleg;#saozneg
reizhañ;reizh;d1;#galleg;#saozneg
reizhennañ;reizhenn;d1;#galleg;#saozneg
reizhskrivañ;reizhskriv;d1;#galleg;#saozneg
rejibañ;rejib;d1;#galleg;#saozneg
rejimantiñ;rejimant;d1;#galleg;#saozneg
rejouisañ;rejouis;d1;#galleg;#saozneg
reketiñ;reket;d1;#galleg;#saozneg
rekinat;rekin;d1;#galleg;#saozneg
rekizañ;rekiz;d1;#galleg;#saozneg
reklinañ;reklin;d1;#galleg;#saozneg
rekomandiñ;rekomand;d1;#galleg;#saozneg
rekompañsañ;rekompañs;d1;#galleg;#saozneg
rekouriñ;rekour;d1;#galleg;#saozneg
rekreañ;rekre;d1;#galleg;#saozneg
rekulañ;rekul;d1;#galleg;#saozneg
rekuzañ;rekuz;d1;#galleg;#saozneg
relachiñ;relach;d1;#galleg;#saozneg
remerkout;remerk;d1;#galleg;#saozneg
remjañ;remj;d1;#galleg;#saozneg
remouliñ;remoul;d1;#galleg;#saozneg
remziñ;remz;d1;#galleg;#saozneg
ren;ren;d1;#galleg;#saozneg
renabliñ;renabl;d1;#galleg;#saozneg
renakañ;renak;d1;#galleg;#saozneg
rendaeliñ;rendael;d1;#galleg;#saozneg
reneadiñ;renead;d1;#galleg;#saozneg
reneveziñ;renevez;d1;#galleg;#saozneg
renkañ;renk;d1;#galleg;#saozneg
rentañ;rent;d1;#galleg;#saozneg
reolennañ;reolenn;d1;#galleg;#saozneg
reoliñ;reol;d1;#galleg;#saozneg
repariñ;repar;d1;#galleg;#saozneg
repellañ;repell;d1;#galleg;#saozneg
repetañ;repet;d1;#galleg;#saozneg
repoziñ;repoz;d1;#galleg;#saozneg
repren;repren;d1;reprendre, réprimander;#saozneg
represantiñ;represant;d1;#galleg;#saozneg
reprezantiñ;reprezant;d1;#galleg;#saozneg
republikanañ;republikan;d1;#galleg;#saozneg
repuiñ;repu;d1;#galleg;#saozneg
reputuiñ;reputu;d1;#galleg;#saozneg
resediñ;resed;d1;#galleg;#saozneg
resev;resev;d1;recevoir;receive
resizañ;resiz;d1;#galleg;#saozneg
respetiñ;respet;d1;#galleg;#saozneg
respont;respont;d1;#galleg;#saozneg
restaol;restaol;d1;#galleg;#saozneg
restañ;rest;d1;#galleg;#saozneg
restituañ;restitu;d1;#galleg;#saozneg
restorañ;restor;d1;#galleg;#saozneg
restrivañ;restriv;d1;#galleg;#saozneg
resusitañ;resusit;d1;#galleg;#saozneg
retañ;ret;d1;#galleg;#saozneg
reteriñ;reter;d1;#galleg;#saozneg
retorn;retorn;d1;retourner, rembourser;#saozneg
retorniñ;retorn;d1;retourner, rembourser;#saozneg
retrediñ;retred;d1;#galleg;#saozneg
retren;retre;d1;#galleg;#saozneg
reudañ;reud;d1;#galleg;#saozneg
reudennañ;reudenn;d1;#galleg;#saozneg
reuderisañ;reuderis;d1;#galleg;#saozneg
revehinañ;revehin;d1;#galleg;#saozneg
revelañ;revel;d1;#galleg;#saozneg
reverañs;reverañs;d1;#galleg;#saozneg
reversañ;revers;d1;#galleg;#saozneg
revilañ;revil;d1;#galleg;#saozneg
reviñ;rev;d1;#galleg;#saozneg
revoneizañ;revoneiz;d1;#galleg;#saozneg
rewerzhañ;rewerzh;d1;#galleg;#saozneg
rezal;rez;d1;#galleg;#saozneg
rezañ;rez;d1;#galleg;#saozneg
rezignañ;rezign;d1;#galleg;#saozneg
rezinennañ;rezinenn;d1;#galleg;#saozneg
rezistañ;rezist;d1;#galleg;#saozneg
ribakenniñ;ribakenn;d1;#galleg;#saozneg
ribardennañ;ribardenn;d1;#galleg;#saozneg
ribiñsañ;ribiñs;d1;#galleg;#saozneg
riblañ;ribl;d1;#galleg;#saozneg
riblennañ;riblenn;d1;#galleg;#saozneg
ribodal;ribod;d1;#galleg;#saozneg
ribotat;ribot;d1;#galleg;#saozneg
ribouilhat;ribouilh;d1;#galleg;#saozneg
riboulat;riboul;d1;#galleg;#saozneg
richanañ;richan;d1;#galleg;#saozneg
richinañ;richin;d1;#galleg;#saozneg
ridañ;rid;d1;#galleg;#saozneg
ridellat;ridell;d1;#galleg;#saozneg
riellañ;riell;d1;#galleg;#saozneg
rifal;rif;d1;#galleg;#saozneg
rifiñ;rif;d1;#galleg;#saozneg
rigasat;rigas;d1;#galleg;#saozneg
rigedagañ;rigedag;d1;#galleg;#saozneg
rigognat;rigogn;d1;#galleg;#saozneg
rigolat;rigol;d1;#galleg;#saozneg
rikamaniñ;rikaman;d1;#galleg;#saozneg
riklañ;rikl;d1;#galleg;#saozneg
rimadellañ;rimadell;d1;#galleg;#saozneg
rimañ;rim;d1;#galleg;#saozneg
rinegañ;rineg;d1;#galleg;#saozneg
rinkat;rink;d1;#galleg;#saozneg
riolennat;riolenn;d1;#galleg;#saozneg
riotal;riot;d1;#galleg;#saozneg
ripañ;rip;d1;#galleg;#saozneg
risat;ris;d1;#galleg;#saozneg
risignal;risign;d1;#galleg;#saozneg
risignat;risign;d1;#galleg;#saozneg
risklañ;riskl;d1;#galleg;#saozneg
ritennañ;ritenn;d1;#galleg;#saozneg
rivañ;riv;d1;#galleg;#saozneg
rivinañ;rivin;d1;#galleg;#saozneg
rizennañ;rizenn;d1;#galleg;#saozneg
riñsañ;riñs;d1;#galleg;#saozneg
riñvañ;riñv;d1;#galleg;#saozneg
riñvediñ;riñved;d1;#galleg;#saozneg
robañ;rob;d1;#galleg;#saozneg
roc'hal;roc'h;d1;#galleg;#saozneg
roc'hellañ;roc'hell;d1;#galleg;#saozneg
roc'hkennat;roc'hkenn;d1;#galleg;#saozneg
rodal;rod;d1;#galleg;#saozneg
rodañ;rod;d1;#galleg;#saozneg
rodellaouañ;rodellaou;d1;#galleg;#saozneg
rodellañ;rodell;d1;#galleg;#saozneg
roegañ;roeg;d1;#galleg;#saozneg
roeñvat;roeñv;d1;#galleg;#saozneg
roeñvigennañ;roeñvigenn;d1;#galleg;#saozneg
rokañ;rok;d1;#galleg;#saozneg
rolladañ;rollad;d1;#galleg;#saozneg
rolladennañ;rolladenn;d1;#galleg;#saozneg
rollañ;roll;d1;#galleg;#saozneg
roltañ;rolt;d1;#galleg;#saozneg
romantañ;romant;d1;#galleg;#saozneg
rondisal;rondis;d1;#galleg;#saozneg
ronkal;ronk;d1;#galleg;#saozneg
ronkellañ;ronkell;d1;#galleg;#saozneg
ronkonellañ;ronkonell;d1;#galleg;#saozneg
rordañ;rord;d1;#galleg;#saozneg
roskignat;roskign;d1;#galleg;#saozneg
rostañ;rost;d1;#galleg;#saozneg
roteliñ;rotel;d1;#galleg;#saozneg
roudennañ;roudenn;d1;#galleg;#saozneg
rouedañ;roued;d1;#galleg;#saozneg
rouestlañ;rouestl;d1;#galleg;#saozneg
roufennañ;roufenn;d1;#galleg;#saozneg
rouinellañ;rouinell;d1;#galleg;#saozneg
roulal;roul;d1;#galleg;#saozneg
roulat;roul;d1;#galleg;#saozneg
rourenniñ;rourenn;d1;#galleg;#saozneg
rouzañ;rouz;d1;#galleg;#saozneg
rouzmouzat;rouzmouz;d1;#galleg;#saozneg
rozellat;rozell;d1;#galleg;#saozneg
rual;ru;d1;#galleg;#saozneg
rubanañ;ruban;d1;#galleg;#saozneg
rubanennañ;rubanenn;d1;#galleg;#saozneg
rubrichañ;rubrich;d1;#galleg;#saozneg
rudañ;rud;d1;#galleg;#saozneg
rudellat;rudell;d1;#galleg;#saozneg
rufaniñ;rufan;d1;#galleg;#saozneg
ruflañ;rufl;d1;#galleg;#saozneg
rugañ;rug;d1;#galleg;#saozneg
rugbiañ;rugbi;d1;#galleg;#saozneg
ruilhal;ruilh;d1;#galleg;#saozneg
rukuniñ;rukun;d1;#galleg;#saozneg
rummañ;rumm;d1;#galleg;#saozneg
rumuilhañ;rumuilh;d1;#galleg;#saozneg
rustoniañ;rustoni;d1;#galleg;#saozneg
ruzañ;ruz;d1;#galleg;#saozneg
ruzellañ;ruzell;d1;#galleg;#saozneg
ruzikal;ruzik;d1;#galleg;#saozneg
ruzikat;ruzik;d1;#galleg;#saozneg
sabatiñ;sabat;d1;#galleg;#saozneg
sabatuiñ;sabatu;d1;#galleg;#saozneg
